timestamp,algorithm,evacuated,deaths,deaths_floor_0,deaths_floor_1,deaths_floor_2,evacuated_age_adults,evacuated_age_children,evacuated_age_elderly,evacuated_stafftype_civilian,evacuated_stafftype_staff,datetime
0,Random,0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:00
0,PSO,1,39,0,0,0,1,0,0,0,1,2025-01-01T00:00:00
0,SFM,0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:00
0,PSO SFM(Staff all evacuate),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:00
0,PSO SFM(Staff all assist),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:00
0,PSO SFM(Half Assist),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:00
0,PSO SFM(Assist Mobile),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:00
0,PSO SFM(Assist Elderly),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:00
0,PSO SFM(Top Evac),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:00
0,PSO SFM(Avoid Top),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:00
0,PSO SFM(Zone Sweep),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:00
0,MFO SFM,0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:00
0,ACO SFM,0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:00
1,Random,0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:01
1,PSO,1,39,0,0,0,1,0,0,0,1,2025-01-01T00:00:01
1,SFM,0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:01
1,PSO SFM(Staff all evacuate),1,39,0,0,0,0,1,0,0,1,2025-01-01T00:00:01
1,PSO SFM(Staff all assist),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:01
1,PSO SFM(Half Assist),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:01
1,PSO SFM(Assist Mobile),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:01
1,PSO SFM(Assist Elderly),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:01
1,PSO SFM(Top Evac),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:01
1,PSO SFM(Avoid Top),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:01
1,PSO SFM(Zone Sweep),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:01
1,MFO SFM,0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:01
1,ACO SFM,0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:01
2,Random,0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:02
2,PSO,1,39,0,0,0,1,0,0,0,1,2025-01-01T00:00:02
2,SFM,2,38,0,0,0,1,1,0,1,1,2025-01-01T00:00:02
2,PSO SFM(Staff all evacuate),1,39,0,0,0,0,1,0,0,1,2025-01-01T00:00:02
2,PSO SFM(Staff all assist),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:02
2,PSO SFM(Half Assist),1,39,0,0,0,0,1,0,0,1,2025-01-01T00:00:02
2,PSO SFM(Assist Mobile),1,39,0,0,0,0,1,0,0,1,2025-01-01T00:00:02
2,PSO SFM(Assist Elderly),1,39,0,0,0,0,1,0,0,1,2025-01-01T00:00:02
2,PSO SFM(Top Evac),1,39,0,0,0,0,1,0,0,1,2025-01-01T00:00:02
2,PSO SFM(Avoid Top),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:02
2,PSO SFM(Zone Sweep),0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:02
2,MFO SFM,0,40,0,0,0,0,0,0,0,0,2025-01-01T00:00:02
2,ACO SFM,1,39,0,0,0,0,1,0,0,1,2025-01-01T00:00:02
3,Random,0,40,14,13,13,0,0,0,0,0,2025-01-01T00:00:03
3,PSO,1,39,13,13,13,1,0,0,0,1,2025-01-01T00:00:03
3,SFM,2,38,14,13,13,1,1,0,1,1,2025-01-01T00:00:03
3,PSO SFM(Staff all evacuate),1,39,14,13,13,0,1,0,0,1,2025-01-01T00:00:03
3,PSO SFM(Staff all assist),0,40,14,13,13,0,0,0,0,0,2025-01-01T00:00:03
3,PSO SFM(Half Assist),1,39,14,13,13,0,1,0,0,1,2025-01-01T00:00:03
3,PSO SFM(Assist Mobile),1,39,14,13,13,0,1,0,0,1,2025-01-01T00:00:03
3,PSO SFM(Assist Elderly),1,39,14,13,13,0,1,0,0,1,2025-01-01T00:00:03
3,PSO SFM(Top Evac),1,39,14,13,13,0,1,0,0,1,2025-01-01T00:00:03
3,PSO SFM(Avoid Top),0,40,14,13,13,0,0,0,0,0,2025-01-01T00:00:03
3,PSO SFM(Zone Sweep),1,39,14,13,13,1,0,0,1,0,2025-01-01T00:00:03
3,MFO SFM,1,39,14,13,13,1,0,0,1,0,2025-01-01T00:00:03
3,ACO SFM,2,38,14,13,13,1,1,0,1,1,2025-01-01T00:00:03
4,Random,0,40,14,13,13,0,0,0,0,0,2025-01-01T00:00:04
4,PSO,2,38,13,13,13,2,0,0,0,2,2025-01-01T00:00:04
4,SFM,2,38,14,13,13,1,1,0,1,1,2025-01-01T00:00:04
4,PSO SFM(Staff all evacuate),1,39,13,13,13,0,1,0,0,1,2025-01-01T00:00:04
4,PSO SFM(Staff all assist),0,40,14,13,13,0,0,0,0,0,2025-01-01T00:00:04
4,PSO SFM(Half Assist),2,38,14,13,13,1,1,0,1,1,2025-01-01T00:00:04
4,PSO SFM(Assist Mobile),2,38,14,13,13,1,1,0,1,1,2025-01-01T00:00:04
4,PSO SFM(Assist Elderly),1,39,14,13,13,0,1,0,0,1,2025-01-01T00:00:04
4,PSO SFM(Top Evac),2,38,14,13,13,1,1,0,1,1,2025-01-01T00:00:04
4,PSO SFM(Avoid Top),0,40,14,13,13,0,0,0,0,0,2025-01-01T00:00:04
4,PSO SFM(Zone Sweep),1,39,14,13,13,1,0,0,1,0,2025-01-01T00:00:04
4,MFO SFM,1,39,14,13,13,1,0,0,1,0,2025-01-01T00:00:04
4,ACO SFM,2,38,14,13,13,1,1,0,1,1,2025-01-01T00:00:04
5,Random,0,40,14,13,13,0,0,0,0,0,2025-01-01T00:00:05
5,PSO,4,36,13,13,13,3,0,1,0,4,2025-01-01T00:00:05
5,SFM,2,38,12,13,13,1,1,0,1,1,2025-01-01T00:00:05
